213;214;216;221;229;234;240;242;247;255;260;275;291;306;312;343;375;389;421;438;
335;289;281;256;255;230;228;220;195;194;169;163;156;150;132;119;113;110;104;102;
max x = 438
max y = 335
min x = 213
min y = 102
