99;98;92;91;88;87;106;105;99;98;95;94;107;100;96;106;99;95;108;107;101;100;97;96;106;105;99;98;95;94;115;114;108;107;104;103;116;109;105;115;108;104;114;107;103;113;106;102;89;96;85;90;97;86;89;85;96;95;88;84;96;103;92;97;104;93;96;92;103;102;95;91;96;103;92;97;104;93;96;92;103;102;95;91;98;97;91;90;87;86;88;95;84;94;87;83;88;95;84;89;96;85;88;84;95;94;87;83;85;92;81;86;93;82;85;81;92;91;84;80;83;90;89;82;79;78;84;91;80;86;93;82;83;79;90;92;85;81;
228;233;232;237;238;243;226;231;230;235;236;241;224;228;234;229;233;239;223;228;227;232;233;238;226;231;230;235;236;241;221;226;225;230;231;236;219;223;229;224;228;234;222;226;232;227;231;237;243;239;249;241;237;247;243;249;239;244;248;254;241;237;247;239;235;245;241;247;237;242;246;252;241;237;247;239;235;245;241;247;237;242;246;252;233;238;237;242;243;248;241;237;247;242;246;252;248;244;254;246;242;252;248;254;244;249;253;259;252;248;258;250;246;256;252;258;248;253;257;263;263;259;264;268;269;274;261;257;267;252;248;258;263;269;259;253;257;263;
max x = 116
max y = 274
min x = 78
min y = 219
