74;69;86;78;77;67;66;75;74;164;159;176;168;167;96;88;87;104;96;95;157;156;165;164;85;84;93;92;154;149;166;158;157;147;146;155;154;
162;168;160;161;167;169;180;168;179;72;78;70;71;77;90;91;100;89;90;99;79;90;78;89;101;112;100;111;152;158;150;151;157;159;170;158;169;
max x = 176
max y = 180
min x = 66
min y = 70
