1892;1893;1895;1896;1900;1902;1903;1909;1911;1912;1921;1930;1939;1953;1959;1968;1982;1991;
2203;2191;2188;2176;2169;2166;2154;2149;2146;2134;2132;2122;2120;2119;2116;2114;2113;2111;
max x = 1991
max y = 2203
min x = 1892
min y = 2111
