320;328;336;344;355;363;371;384;389;390;397;411;419;424;438;446;465;492;500;506;510;519;551;583;592;624;
695;677;664;646;640;622;619;615;609;595;591;588;579;564;555;552;528;522;519;510;508;495;472;470;454;452;
max x = 624
max y = 695
min x = 320
min y = 452
