1912;1903;1900;1909;1896;1893;1921;1912;1909;1918;1905;1902;1944;1935;1932;1941;1928;1925;1950;1941;1938;1947;1934;1931;1973;1964;1961;1970;1957;1954;1911;1902;1899;1908;1895;1892;1920;1911;1908;1917;1904;1901;1943;1934;1931;1940;1927;1924;1949;1940;1937;1946;1933;1930;1972;1963;1960;1969;1956;1953;1930;1921;1918;1927;1914;1911;1939;1930;1927;1936;1923;1920;1962;1953;1950;1959;1946;1943;1968;1959;1956;1965;1952;1949;1991;1982;1979;1988;1975;1972;1929;1920;1917;1926;1913;1910;1938;1929;1926;1935;1922;1919;1961;1952;1949;1958;1945;1942;1967;1958;1955;1964;1951;1948;1990;1981;1978;1987;1974;1971;
2152;2154;2169;2167;2176;2191;2132;2134;2149;2147;2156;2171;2129;2131;2146;2144;2153;2168;2126;2128;2143;2141;2150;2165;2123;2125;2140;2138;2147;2162;2164;2166;2181;2179;2188;2203;2144;2146;2161;2159;2168;2183;2141;2143;2158;2156;2165;2180;2138;2140;2155;2153;2162;2177;2135;2137;2152;2150;2159;2174;2140;2142;2157;2155;2164;2179;2120;2122;2137;2135;2144;2159;2117;2119;2134;2132;2141;2156;2114;2116;2131;2129;2138;2153;2111;2113;2128;2126;2135;2150;2152;2154;2169;2167;2176;2191;2132;2134;2149;2147;2156;2171;2129;2131;2146;2144;2153;2168;2126;2128;2143;2141;2150;2165;2123;2125;2140;2138;2147;2162;
max x = 1991
max y = 2203
min x = 1892
min y = 2111
