38.1;7.02;0.2371
38.2;7.44;0.2039
38.3;1.4;0.0691
40.1;10.49;0.3208
40.2;8.31;0.2291
40.3;2.47;0.0698
42.1;17.99;0.4359
42.2;11.77;0.2905
42.3;3.66;0.0738
45.1;35.9;0.4884
45.2;21.8;0.3185
45.3;1.74;0.0738
48.1;27.68;0.6164
48.2;29.32;0.2570
48.3;4.17;0.0808
50.1;53.49;1.0524
50.2;27.95;0.2167
50.3;11.83;0.0840
